MlsNumber,PublicRemarks,Bathrooms,Bedrooms,InteriorSize,Type,Ammenities,Address,Longitude,Latitude,PostalCode,NeighbourHood,Price,PropertyType,ParkingSpace,OwnershipType,Appliances,FlooringType,BasementType,HeatingType,LandSize,AmmenitiesNearBy,PropertyTax,ZoningDescription,LowResPhoto
"40081280","An excellent family home, located on a quiet street just steps to the Sunrise Centre and easy access to highways 7/8.  The main floor is inviting, with an open concept layout and sliding doors to a generous back yard with metal gazebo, just perfect for summer entertaining. This carpet free 3 bed 2 bath home has been very well maintained and has new laminate flooring in the living room and has been freshly painted.  The unfinished basement has been framed and just waiting for your finishing touches.  This semi-detached has a newer composite front porch and back deck surrounded with a beautiful stamped concrete walkway and patio. The generous driveway has parking for 3 vehicles. (63022175)","2","3 + 0",,"House",,"16 WATERCRESS Court|Kitchener, Ontario N2E3S8","-80.5164944","43.41203638","N2E3S8",,"$599,000 ","Single Family","4","Freehold","Dishwasher, Microwave, Refrigerator, Stove, Water softener, Hood Fan",,"Full (Unfinished)","Forced air, Hot water radiator heat, (Natural gas)","under 1/2 acre","Hospital, Park, Place of Worship, Public Transit, Schools, Shopping",,"RES","https://cdn.realtor.ca/listing/TS637516734778400000/reb16/highres/0/40081280_1.jpg"
"40082349","Welcome to 81 Hillbrook Crescent this great family home backs and sides onto greenspace and offers 4 bedrooms, upper level laundry, main floor family room addition with gas fireplace with walk out to back yard and enclosed front porch. Lots of parking with extra long driveway and no sidewalks to shovel. Basement offers lots of storage and a finished recroom, craft room area or huge 5th bedroom with gas fireplace. Newer fridge, washer and dryer. (63023283)","2","4 + 0","1910.0000","House",,"81 HILLBROOK Crescent|Kitchener, Ontario N2N1J4","-80.52863","43.42369533","N2N1J4",,"$599,900 ","Single Family","5","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Washer, Window Coverings",,"Full (Partially finished)","Forced air, (Natural gas)","under 1/2 acre","Park, Place of Worship, Playground, Public Transit, Schools, Shopping",,"Residential","https://cdn.realtor.ca/listing/TS637515885441300000/reb16/highres/9/40082349_1.jpg"
"X5155212","You Can Buy It Today! Renovated Sidesplit On Quiet Cul-De-Sac In Forest Hill Stunning Main Floor With An Abundance Of Light Coming Through New Bay Window, Spacious Living Room W/ Hardwood Floors. The Bright, White Kitchen Is Highlighted W/ Ss Appliances, Soft Close Cabinetry & Opens To The Dining Area. Upstairs You'll Find Newly Renovated 4Pc Bath, 3 Good-Sized Bedrooms. Make Your Way To The Finished Rec Room W/ Separate Entrance, Large Windows And 3Pc Bath. (28095817)","2","3",,"House",,"54 BARBERRY PL|Kitchener, Ontario N2M4H9","-80.5069637","43.4308139","N2M4H9",,"$750,000 ","Single Family","4","Freehold",,,"N/A (Finished)","Forced air (Natural gas)","62.01 x 100 FT",,"$3,221",,"https://cdn.realtor.ca/listing/TS637515852134900000/reb86/highres/2/x5155212_1.jpg"
"X5154661","Pride Of Ownership Is Evident In This Bright & Modern 2 Storey Detached Home. Featuring An Open Concept Main Floor Layout & Laminate Flooring Throughout! The Updated Kitchen Features Stainless Steel Appliances, Gas Stove & Ton Of Countertop & Cupboard Space. Combined Living Room & Dining With A Ton Of Natural Light & W/O To Backyard.3 Spacious Bedrooms On Upper-Level W/ Upgraded 4Pc Bathroom. Enjoy The Finished Basement With Stone Feature Wall!**** EXTRAS **** Massive Backyard Equipped W/ Deck, Gazebo& Shed! Minutes From Grand River & All Amenities That Come W/ It. Incl: Alarm System, Fridge,Stove, Dishwasher,Washer/Dryer, Window Coverings, All Tv Mounts, Basement Projector&Screen (28095244)","2","3",,"House",,"459 OTTERBEIN RD|Kitchener, Ontario N2B3V8","-80.4249695","43.463566","N2B3V8",,"$589,900 ","Single Family","3","Freehold",,,"N/A (Finished)","Forced air (Natural gas)","29.99 FT","Park, Schools","$3,222",,"https://cdn.realtor.ca/listing/TS637515852042830000/reb86/highres/1/x5154661_1.jpg"
"X5155386","For More Greater  Details On This Property In Realtor.Ca Search For Mls# 40081589 Nice 3+1 Bedroom All Brick Raised Bungalow That Has Been Nicely Updated In The Stanley Park Area Of Kitchener. 2 Baths, One Is A Renovated 5 Pc With Heated Floors The Other Is A 4 Pc. Large 2 Car Garage With 2 Accesses To The Basement. Kitchen With Island And Stools. Tastefully Decorated Throughout.**** EXTRAS **** Fridge, Stove, Dishwasher, Washer, Dryer, Kitchen Island And Stools, (28095996)","2","3 + 1",,"House",,"14 GEORGIAN CRES|Kitchener, Ontario N2B3N9","-80.440603","43.466786","N2B3N9",,"$700,000 ","Single Family","4","Freehold",,,"N/A (Finished)","Forced air (Natural gas)","52 x 100 FT","Park, Public Transit, Schools","$3,827",,"https://cdn.realtor.ca/listing/TS637515852168470000/reb86/highres/6/x5155386_1.jpg"
"40081845","Welcome to 209 Samuel Street in the prestigious East Ward! Meticulously updated from top to bottom, taken right down to the studs and entirely renovated. The feature list is endless in this gorgeous home! Brand new doors at the main entrance, new roof, windows, plumbing and electrical (125 amp), new HVAC system, AC and furnace, spray foam insulation on upper levels, fresh paint and high-efficiency washer and dryer! Beautiful open-concept layout with clear sightlines between rooms and lovely exposed brick. New hardwood flooring on main and upper levels! The CUSTOM kitchen features high-efficiency stainless steel appliances, induction oven, Quartz countertops, a built-in cutting board and added storage with kickplates!  The list of upgrades continues on the exterior of the home! The front porch has been entirely rebuilt, new shed (9x11 workshop) with electrical and on a concert pad, in 2019 new concrete on the driveway, a BBQ gas line has been added, and you will especially enjoy this low maintenance yard! Do not miss out on this home, it won't last long! (63021706)","2","3 + 0","1144.0000","House",,"209 SAMUEL Street|Kitchener, Ontario N2H1R4","-80.47536702","43.44803574","N2H1R4",,"$599,900 ","Single Family",,"Freehold","Dryer, Microwave, Refrigerator, Stove, Water softener, Washer, Window Coverings",,"Full (Finished)","Forced air, (Natural gas)","0.06 ac|under 1/2 acre","Hospital, Park, Place of Worship, Playground, Public Transit, Schools",,"res","https://cdn.realtor.ca/listing/TS637515795377300000/reb16/highres/5/40081845_1.jpg"
"40082119","This bright, carpet free home has been meticulously maintained and upgraded in all the right places. Upgrades include new kitchen cabinets and appliances (2016), quartz counter tops (2017), new furnace and A/C (2017), windows (2015) and both bathrooms have been completely renovated (2016). Sitting in behind the spacious garage is a bonus room that was finished and insulated in 2019, which could be used as a home office or a space for crafts and other creative endeavours. Also at the back of the house is a patio area surrounded by new fencing that was put up in 2016. The front and side yards get plenty of sun, which makes for endless landscaping and gardening possibilities. It is also ideally located a short drive from the expressway, and within walking distance of several parks, schools and amenities.  63 Gibson Road is the perfect place to plant roots! (63021725)","2","3 + 0","1064.0000","House",,"63 GIBSON Drive|Kitchener, Ontario N2B2P5","-80.445093","43.4555744","N2B2P5",,"$724,900 ","Single Family","3","Freehold","Dishwasher, Dryer, Freezer, Microwave, Refrigerator, Stove, Water softener, Washer, Window Coverings",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Park, Place of Worship, Playground, Public Transit, Schools, Shopping",,"Residential","https://cdn.realtor.ca/listing/TS637520173376570000/reb16/highres/9/40082119_1.jpg"
"40082539","Stunning 4 bedroom, 4 bathroom home in the desirable Wildflowers Community of Kitchener. Easy to mistake for a model home, this move-in ready home with neutral décor offers ample room for a growing family and for those working at home. The main level is bright and boasts a gorgeous kitchen with granite countertops, an inviting family room with gas fireplace, a dinette/breakfast nook off the kitchen with a walkout to the yard, separate dining room, a pantry and gleaming hardwood floors. From the foyer, the beautiful staircase leads to the 4 bedrooms on the upper level. In the master bedroom, you will find a walk-in closet and a 4-pc ensuite bathroom. There is also a spacious main bathroom and laundry room on the upper floor. On the lower level, there is a professionally finished basement with a recroom, office/den, a 3-pc bathroom and plenty of storage. The nicely appointed home has been freshly painted and boasts many other upgrades. The location is ideal and is close to shopping, schools, parks, nature trails, and the highway. This home has so much to offer. Book your viewing today! (63022277)","4","4 + 0","1780.0000","House",,"357 APPLE HILL Crescent|Kitchener, Ontario N2R0E8","-80.49312846","43.38727527","N2R0E8",,"$729,900 ","Single Family",,"Freehold","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer, Microwave Built-in",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Golf Nearby, Hospital, Park, Place of Worship, Playground, Public Transit, Schools",,"Residential","https://cdn.realtor.ca/listing/TS637515777317400000/reb16/highres/9/40082539_1.jpg"
"40080188","Welcome home to 330 Shelly Ave. This bungalow is situated in a great neighborhood close to schools, parks, shopping, LRT, Parking for more than 4 cars. Perfect for investors, downsizes, and first time buyers who want a mortgage helper.Over looking to creek and quite street. The main floor has lovely hardwood flooring, good sized living room, sliders that lead to the large deck and big yard. Spacious Kitchen with Granite counter top. Separate dinning area, Upper unit has own laundry. The lower level has a separate entrance,great open concept design with a nice size kitchen and living room. There is a 3 pc bath, separate laundry, plenty of storage and 2 really good sized bedrooms with large windows.Basement has laminated flooring also fireplace in Dinning room.ATTENTION INVESTORS!!  full brick bungalow located in the highly coveted Fairview Area on a 65 feet lot.  Move-in to the upper unit and collect the rent from lower unit or buy as investment and set your own rents. Projected rent $3700+Utilities. AAA Location , 15 mins to Hwy 401 and only minutes to Hwy 7/8. A must see property!! Property will be vacant at closing. Park like setting. Won't Last long. (63019707)","2","3 + 2","1171.0000","House",,"330 SHELLEY Drive|Kitchener, Ontario N2C1N1","-80.46002956","43.42766357","N2C1N1",,"$699,900 ","Single Family","6","Freehold","Water meter, Water softener",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Hospital, Park, Place of Worship, Schools, Shopping",,"Residential","https://cdn.realtor.ca/listing/TS637515753839900000/reb16/highres/8/40080188_1.jpg"
"40078787","What a superb opportunity to purchase a well cared for, one owner bungalow in the heart of Heritage Park! This beautiful bungalow is conveniently located near schools, shopping and transit. Gleaming original oak hardwood flooring in all 3 bedrooms, the living room and dining room! The main floor bathroom has been updated with an acrylic 5 foot shower (with grab bars). On the lower level you will find a spacious recreation room with parquet floors and a corner gas woodstove on a brick hearth, a 4th bedroom or hobby room, if required and a 2 piece bath. Here is a list of some of the upgrades and extras. Central air (2020), Hi-efficiency gas furnace, all newer vinyl Centennial windows, water heater (2017) and eavestrough and facia replacement in 2011. The exterior of this home is all brick and stone set on a meticulously manicured lot with a private side yard and a cedar shed for storage. If you have been looking for a quality bungalow...this is the one for you! (63018204)","2","3 + 1","1200.0000","House",,"3 AMBER Drive|Kitchener, Ontario N2B2X1","-80.44631797","43.46088604","N2B2X1",,"$699,900 ","Single Family","5","Freehold","Dryer, Refrigerator, Stove, Water softener, Washer, Window Coverings",,"Full (Partially finished)","Forced air, (Natural gas)","under 1/2 acre","Airport, Park, Place of Worship, Schools",,"RES","https://cdn.realtor.ca/listing/TS637515828806100000/reb16/highres/7/40078787_1.jpg"
"40082213","Amazing Single Detached located among trails at the Grand River.  Beautiful main floor Open Concept with 9 ceilings and Laminate Flooring, you can set up your formal Diving and Living Room, Dinette, huge kitchen island, granite counter tops and backsplash. Enjoy your evenings in the cozy second floor Family Room. Great Master bedroom with En-suite Bathroom and walk in closet. Two very good size Bedrooms. Please dont miss the Finished Basement with laminate flooring and beautiful Bathroom. Close to all amenities, shopping, schools, easy access to 401, Guelph and Cambridge. (63021623)","4","3 + 0","1713.0000","House",,"122 STILLWATER ST Street|Kitchener, Ontario N2A0J2","-80.406101","43.45504746","N2A0J2",,"$699,900 ","Single Family","2","Freehold","Dryer, Microwave, Refrigerator, Stove, Washer, Window Coverings",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Airport, Park, Public Transit, Schools, Shopping, Ski area",,"RES","https://cdn.realtor.ca/listing/TS637516752860570000/reb16/highres/3/40082213_1.jpg"
"40081589","Welcome to 14 Georgian Crescent! Homes on this street do not become available often as it is a highly sought-after area for families of all ages.  This quiet Stanley Park neighbourhood, lined with mature trees, offers many amenities including high-quality schools, easy access to Expressway & transit routes, shopping, and parklands.  This bright, well laid out, raised bungalow boasts a double car garage with dual entries into the home and a double paved driveway. The vaulted ceiling split-level entryway takes you upstairs to a living room with a large bay window ensuring the room is filled with plenty of natural light. New flooring can be found throughout the main floor. The decor and design are clean and neutral, ready for your furnishings. The living room opens to the bright family dining room. A large patio door can be found in this space ensuring easy access to the concrete patio and fully fenced yard. You will also find an additional covered outdoor dining area/ leisure space and a large shed for storage. The kitchen is the perfect place to congregate around the rustic farmhouse-style island, and plenty of cupboards allow for ample storage. Stainless steel appliances including an induction range finish off this kitchen for the family who loves to cook! The three main bedrooms are all located on this floor including two large dual master-sized rooms.  The recently updated 5 pc w/double vanities, insulated tub, &  heated floors. The downstairs is fully finished and has an additional bedroom/office/or den. This floor includes an additional four-piece bath, two large closet spaces for storage, as well as a cozy recreation room featuring a wood-burning fireplace. The laundry room and cold cellar, with its newly installed insulated metal door, finish off the lower level. A newer roof, furnace, and air conditioner (2018), updated lighting fixtures throughout, and a brand-new front door, all add to the value of this special home that is sure to impress. (63020977)","2","3 + 1",,"House",,"14 GEORGIAN Crescent|Kitchener, Ontario N2B3N9","-80.44053684","43.4667445","N2B3N9",,"$700,000 ","Single Family","4","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Washer",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Park, Place of Worship, Public Transit, Schools, Shopping",,"RES","https://cdn.realtor.ca/listing/TS637515733132730000/reb20/highres/9/40081589_1.jpg"
"40082143","Welcome to 617 Isaiah Crescent. This home has over 2400 square feet of finished living space. The main floor welcomes you with an open foyer, leading you to a warm and welcoming kitchen with lots of counter space and cabinets. The dining area accommodates a large table. Step into your relaxing living room, which leads directly to your incredible backyard. Complete with covered concrete patio, and beautiful landscaping. This backyard is ready for any pool ideas and dreams you may have. On the second floor, you are greeted by your bright and open landing, with easy access to the main bathroom, two generous bedrooms and the master, which features a walk-in closet and a 3 piece en-suite bathroom. Head on down to the basement to find a large rec room, with full sized windows, offering lots of light. This home has been meticulously maintained inside and out. NOTABLES: Concrete driveway and patio. Covered Patio. Shed. Pool size backyard. Quartz countertops in Kitchen. Gas BBQ line. Finished basement. California shutters throughout the home. Fully fenced yard. (63021237)","3","3 + 0",,"House",,"617 ISAIAH Crescent|Kitchener, Ontario N2E0E6","-80.52124363","43.39965365","N2E0E6",,"$749,000 ","Single Family","3","Freehold","Central Vacuum, Dishwasher, Dryer, Microwave, Refrigerator, Stove, Water softener, Washer, Hood Fan, Window Coverings",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre",,,"Residential","https://cdn.realtor.ca/listing/TS637515687432800000/reb16/highres/3/40082143_1.jpg"
"40081549","This beautiful multi-level detached is ready to welcome a new family, features high ceilings with lots of upgrades including new roof (2018), kitchen granite countertops, bamboo flooring, vaulted ceilings, jacuzzi tub, extra large windows for natural light, California shutters. A large deck overlooking a fully fenced deep backyard, great for gardeners, lots of space for your pets to run around or even good for a swimming pool. Great location, close to all amenities in a high demand mature neighborhood. Make your move with flexible closing date. (63020644)","3","3 + 0","1765.0000","House",,"6 PERIWINKLE Street|Kitchener, Ontario N2E4C8","-80.50939014","43.40071181","N2E4C8",,"$650,000 ","Single Family","2","Freehold","Dishwasher, Dryer, Refrigerator, Water softener, Washer, Gas stove(s)",,"Partial (Partially finished)","(Natural gas)","under 1/2 acre","Park, Schools",,"Residential","https://cdn.realtor.ca/listing/TS637515691028830000/reb16/highres/9/40081549_1.jpg"
"40081499","SPACIOUS ALL BRICK FOREST HEIGHTS RAISED BUNGALOW IS TRULY MOVE-IN CONDITION! RENOVATED OPEN CONCEPT CARPET FREE MAINFLOOR IN PAST YEAR; SPARKLING WHITE KITCHEN WITH HUGE ISLAND & 4 QUALITY APPLIANCES; WALKOUT TO TIERED DECK, PATIO & FENCED YARD; ENTERTAINMENT SIZE LIVING & DINING ROOMS; MAIN BATHROOM RENOVATION INCLUDES HEATED FLOORS, SEPARATE SHOWER & TUB AND DOUBLE SINK VANITY; FINISHED BASEMENT WITH RECROOM & GAS FIREPLACE, 3 PIECE BATHROOM, DEN & WORKOUT ROOM; OTHER SIGNIFICANT UPGRADES INCLUDE: ALL NEW BASEMENT FLOORING (2018), FRONT ENTRY DOOR (2020), OVERSIZE GARAGE DOOR (2019), MOST WINDOWS REPLACED, ROOF SHINGLES (2006 - 40YRS SHINGLES); 6 APPLIANCES INCLUDED TOTAL; EXCELLENT POTENTIAL FOR ADDITIONAL BASEMENT INCOME; SHOW WITH CONFIDENCE! (63020525)","2","3 + 1",,"House",,"96 SPRUCEDALE Crescent|Kitchener, Ontario N2N2T1","-80.5402075","43.42248363","N2N2T1",,"$649,900 ","Single Family","4","Freehold","Dishwasher, Dryer, Microwave, Refrigerator, Stove, Water softener, Washer, Window Coverings",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Golf Nearby, Park, Place of Worship, Public Transit, Schools, Shopping",,"RES","https://cdn.realtor.ca/listing/TS637515669226530000/reb16/highres/9/40081499_1.jpg"
"40082360","Welcome Home to 42 Broadmoor Ave Kitchener. This legal duplex makes for a great investment property with great rents & tenants. This home is ideal for your first time home buyer looking to subsidize their mortgage. Upon entering the front door, you are met with a bright and open living room. .The carpet free main level consists of beautiful flooring and lots of natural light. Three generous sized bedrooms & a fantastic 4pc main bath complete the top unit. The large detached garage with separate electrical panel adds a great storage solution for your & your tenants. Head downstairs and you are greeted by a very spacious living room. Beautiful flooring throughout the entire unit complemented perfectly by the 3 pc bath! Extended Driveway allows plenty of parking without having to be tandem between the units! This legal duplex offering a 3 bedroom unit in the upper level, and a 1 bedroom +Den unit in the lower level with separate entrances and laundry facilities is a great mortgage helper, or a fantastic opportunity to add this investment to your portfolio. Brand New A/C (2020). (63021384)","2","3 + 1",,"House",,"42 BROADMOOR Avenue|Kitchener, Ontario N2C1Y7","-80.456391","43.426257","N2C1Y7",,"$600,000 ","Single Family","5","Freehold","Dryer, Refrigerator, Stove",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Public Transit, Schools",,"RES","https://cdn.realtor.ca/listing/TS637515669202400000/reb16/highres/0/40082360_1.jpg"
"40082421","YOU CAN BUY IT TODAY!  On a quiet and sought-after court location, this renovated sidesplit on a quiet and family-friendly cul-de-sac in Forest Hill should not be overlooked! Stunning main floor entry welcomes you to the home with an abundance of light coming through the new bay window into the spacious living room with gorgeous hardwood floors. The bright, white kitchen is highlighted with stainless steel appliances, soft close cabinetry and opens to the dining area. With a newly installed sliding patio door leading out to the peaceful backyard looking out into mature forestry and fully fenced yard, this will be enjoyable through all four seasons. Upstairs there is a completely renovated 4-piece bathroom, three spacious bedrooms with oversized closets. With a separate entrance leading to the basement off the back of the home and R3 zoning, the potential for an in-law suite or duplex is there for the savvy investor. The lower level offers newly renovated 3-piece bathroom, large rec room overflowing with natural light, a pinterest worthy white corner gas fireplace, an expansive, heated crawl-space ideal for storage and a large laundry room. The driveway is extra long and fits at least four cars. New windows through the entire home and updated to today's standards, this is a home you do not want to miss out on! (63021435)","2","3 + 0","1084.0000","House",,"54 BARBERRY Place|Kitchener, Ontario N2M4H9","-80.50693381","43.43093366","N2M4H9",,"$750,000 ","Single Family","4","Freehold","Dishwasher, Dryer, Microwave, Refrigerator, Stove, Water softener, Washer",,"Full (Finished)","Forced air, (Natural gas)","0|under 1/2 acre","Hospital, Park, Place of Worship, Public Transit, Schools",,"RESIDENTIAL","https://cdn.realtor.ca/listing/TS637515663158300000/reb16/highres/1/40082421_1.jpg"
"40080217","Located on a quiet street in desirable Laurentian Forest this property is ideal for the young family! Open concept main floor featuring a foyer, 2 piece bathroom, and inside access to the garage. Stay involved when working in the open concept kitchen overlooking family room with walk out to partially fenced yard. Upstairs youll find an oversized Master suite, 2 great kids rooms and full 4 piece bath. The basement features a finished Rec room with room for future washroom. This home comes complete with central air, Brand new stainless steel Kitchen appliances, Band new white laundry appliances, new flooring & carpet throughout, professionally painted, newer counter tops and light fixtures, newer roof (2017), new furnace 2016, new garage door 2021. Close to schools, shopping, public transit and easy access to the expressway making your life so convenient. (63018705)","2","3 + 0","1422.0000","House",,"67 DAHLIA Street|Kitchener, Ontario N2E3Y7","-80.527745","43.411173","N2E3Y7",,"$600,000 ","Single Family","2","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Washer, Hood Fan",,"Full (Partially finished)","Forced air, (Natural gas)","under 1/2 acre",,,"RES","https://cdn.realtor.ca/listing/TS637515632995900000/reb16/highres/7/40080217_1.jpg"
"40082333","Welcome to 350 Southill Drive! This SEPARETED ENTRANCE  both a 3 bedrooms unit and a 2 bedrooms unit. Well laid out, spacious, and freshly updated. Both units have great natural light, modern and quality finishes. This is a great for investor and family! wonderful neighbours, close to schools, public parks, walking trails, and in a family oriented neighbourhood. This is also a fantastic freshly painting, close to public transit, LRT, highway 8, Fairview Park Mall, and all amenities. (63020811)","2","3 + 2",,"House",,"350 SOUTHILL Drive|Kitchener, Ontario N2A2R1","-80.4270957","43.43015587","N2A2R1",,"$699,900 ","Single Family",,"Freehold","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer",,"Full (Finished)","Forced air","under 1/2 acre","Place of Worship, Schools, Shopping",,"RESIDENTIAL","https://cdn.realtor.ca/listing/TS637515811749470000/reb16/highres/3/40082333_1.jpg"
"40082433","Don't miss your opportunity to own this Downtown home full of charm and character; it is a brick home that is covered with siding.  This 2375 sq ft home has so much to offer right from it's 3 +1 bedroom (plus bedroom is the loft), 2 enclosed porches, open upper balcony and large principle rooms.  Currently it is set up to house a family and a secondary suite for family members, so it has been creatively divided on the main floor to be bedrooms but be easily converted to be used as a single family home again.  Or look into duplexing it as an investment or a mortgage helper.  Don't miss the kitchen with heated floor leading to a second enclosed porch opening on to the large deck overlooking the pool sized back yard.  The bright and open dining room boasts large windows and such beautiful character with the built in china cabinet.  Upstairs is currently being used as a separate suite with bedrooms being a kitchenette and living room and don't miss the finished loft space which can be used as a bedroom, office, or family room.  The home is located in the sought after area in the heart of Kitchener. (63020616)","3","3 + 0",,"House",,"36 CHAPEL Street|Kitchener, Ontario N2H2T1","-80.4808092","43.45221961","N2H2T1",,"$745,000 ","Single Family",,"Freehold","Dryer, Refrigerator, Stove, Washer",,"Full (Partially finished)","Forced air, (Natural gas)","under 1/2 acre","Park, Place of Worship, Public Transit, Schools",,"R","https://cdn.realtor.ca/listing/TS637515303178530000/reb16/highres/3/40082433_1.jpg"
"X5154179","Gorgeous 3 Bedrooms, 4 Bathrooms In The Great Huron Area. The Main Floor Is Open Concept With A Spacious Kitchen With An Abundance Of Maple Cabinets And A Breakfast Bar With Upgraded Counter Tops. The Great Room Has Sliders That Open To A Fenced In Backyard With A Large Deck, Perfect For Summer Entertaining. There Is Also A Lovely Dining Room And A 2 Piece Powder Room. The Upstairs Features Decent Size Bedrooms, Including The Large Master Bedroom.**** EXTRAS **** Finished Basement With 3 Piece Washroom, Kitchenette, Bedroom And Laundry, Possible Separate Entrance For In-Law Suite Or Rental Option. Move In Condition. Fridge, Stove, Washer And Dryer, Window Coverings, Built-In Dishwasher. (28091604)","4","3 + 1",,"House",,"106 WOODBINE AVE|Kitchener, Ontario N2R1X4","-80.4845385","43.3870167","N2R1X4",,"$649,900 ","Single Family","3","Freehold",,,"N/A (Finished)","Forced air (Natural gas)","26.67 x 108.49 FT ; Irregular","Hospital, Park, Public Transit","$3,463.41",,"https://cdn.realtor.ca/listing/TS637516829536770000/reb82/highres/9/x5154179_1.jpg"
"40082166","Well-maintained CLASSIC RED BRICK CENTURY HOME in the heart of Midtown KW. Central to both Kitchener & Waterloo uptowns. Excellent location in a neighbourhood with real character, trees & lovely homes. Within easy walking distance to Downtown Kitchener, LRT, GO train, Google, GRH, The Kitchener Market, Iron Horse trail & more. This solid home has nice curb appeal with a large covered front porch, perenial gardens. Bright & spacious foyer & main floor. The home Exterior is MAINTENANCE FREE - you don't need a lawnmower here. Home has been well maintained cosmetically & mechanically w Various recent updates incl some windows, insulation, etc. Beautiful original Hardwood floors, high ceilings, tall baseboards, woodwork. Spacious main floor w large entrance foyer and living room, mudroom, laundry. Lots of natural light. Comfortable & spacious kitchen w new dishwasher, GAS RANGE. Private fenced backyard space. Second story offers 3 bedrooms, 1 full bathroom. Large attic space recently spray foam insulated & drywalled. Used for storage now but would make an excellent bedroom or upper living area in the future w minimum work required. Beautiful dry comfy basement has a separate entrance, second kitchen, bathroom and bedroom, In-Law potential. This property is a fantastic opportunity to own an affordable detached property in the rapidly appreciating Midtown area. Take the Iguide tour & contact your Realtor. OFFERS on Monday MARCH 22 at 12pm. **NO PRE-EMPTIVE (BULLY) OFFERS ACCEPTED. (63018335)","3","3 + 1",,"House",,"11 SHANLEY Street|Kitchener, Ontario N2H5N7","-80.50517257","43.45545073","N2H5N7",,"$585,000 ","Single Family","2","Freehold","Dishwasher, Freezer, Water meter, Range - Gas",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Schools, Shopping",,"R2B","https://cdn.realtor.ca/listing/TS637515057645870000/reb16/highres/6/40082166_1.jpg"
"40082016","Beautiful and well maintained single detached 3 bedroom home at sought after family oriented neighbourhood. Close to all amenities such as schools, parks, shops, Fairview and Stanley Park Malls, Costco, Sports-world, Chicopee Ski Club, HWY 401 and on bus route. Tastefully decorated, this open concept home will appeal to even discerning buyers. Spacious sunken great room with sliders to deck leading to a nice lot having private backyard. Huge kitchen with lots of cabinets for storage and moveable center island having extended breakfast bar. Upstairs has larger master bedroom with sitting area and walk-in closet, plus good sized 2 other bedrooms and laundry room for the ultimate convenience. Spacious basement has rough-in for 2pc bathroom. Basement is waiting for your creative finishing. Book your showing today as this house will not last long. (63018186)","2","3 + 0",,"House",,"116 VERONICA Drive|Kitchener, Ontario N2A2R9","-80.43259491","43.43914118","N2A2R9",,"$599,900 ","Single Family","3","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer",,"Full (Unfinished)","Forced air, (Natural gas)","under 1/2 acre","Place of Worship, Public Transit, Schools, Shopping, Ski area",,"Residential","https://cdn.realtor.ca/listing/TS637516698914370000/reb16/highres/6/40082016_1.jpg"
"X5153072","This Beautiful 3 Bedroom 3 Bathroom Detached Home Is Situated On A Spacious Lot Within The Quiet Forest Heights Neighborhood. This Home Has A Beautiful Backyard That Is Newly Fenced, With No Rear Neighbours For Extra Privacy. Inside, You Will Notice This Home Is Carpet Free, The Upgraded Kitchen Cabinets, Granite Counter Tops, Stainless Steel Appliances And The Finished Basement. Close To Schools, Highway 7/8, Parks, Trails, Public Transit And Shopping.**** EXTRAS **** Fridge, Stove, Dishwasher, Microwave, Washer & Dryer, All Window Coverings And Light Fixtures, Shed Included. Hot Water Tank Is Rental (28088673)","3","3",,"House",,"69 ROLLING MEADOWS DR|Kitchener, Ontario N2N1T4","-80.5438233","43.4176106","N2N1T4",,"$649,999 ","Single Family","3","Freehold",,,"N/A (Finished)","Forced air (Natural gas)","45 x 111 FT","Park, Public Transit, Schools","$3,188.55",,"https://cdn.realtor.ca/listing/TS637515009672670000/reb82/highres/2/x5153072_1.jpg"
